   13.40   213.613   684.012   235.199  0.318E+11  0.740E-08
   13.45   214.471   686.689   236.109  0.318E+11  0.743E-08
   13.50   215.330   689.367   237.019  0.318E+11  0.746E-08
   13.55   216.188   692.045   237.928  0.318E+11  0.748E-08
   13.60   217.046   694.722   238.838  0.318E+11  0.751E-08
   13.65   217.905   697.400   239.748  0.318E+11  0.754E-08
   13.70   218.763   700.077   240.657  0.318E+11  0.757E-08
   13.75   219.621   702.755   241.567  0.318E+11  0.760E-08
   13.80   220.480   705.433   242.476  0.318E+11  0.763E-08
   13.85   221.338   708.110   243.386  0.318E+11  0.766E-08
   13.90   222.197   710.788   244.296  0.318E+11  0.768E-08
   13.95   223.055   713.466   245.205  0.318E+11  0.771E-08
   14.00   223.913   716.143   246.115  0.318E+11  0.774E-08
   14.05   224.772   718.821   247.025  0.318E+11  0.777E-08
   14.10   225.630   721.499   247.934  0.318E+11  0.780E-08
   14.15   226.488   724.176   248.844  0.318E+11  0.783E-08
   14.20   227.347   726.854   249.754  0.318E+11  0.786E-08
   14.25   228.205   729.532   250.663  0.318E+11  0.788E-08
   14.30   229.064   732.209   251.573  0.318E+11  0.791E-08
   14.35   229.922   734.887   252.482  0.318E+11  0.794E-08
   14.40   230.780   737.564   253.392  0.318E+11  0.797E-08
   14.45   231.639   740.242   254.302  0.318E+11  0.800E-08
   14.50   232.497   742.920   255.211  0.318E+11  0.803E-08
   14.55   233.355   745.597   256.121  0.318E+11  0.806E-08
   14.60   234.214   748.275   257.031  0.318E+11  0.809E-08
   14.65   235.072   750.953   257.940  0.318E+11  0.811E-08
   14.70   235.931   753.630   258.850  0.318E+11  0.814E-08
   14.75   236.789   756.308   259.760  0.318E+11  0.817E-08
   14.80   237.647   758.986   260.669  0.318E+11  0.820E-08
   14.85   238.506   761.663   261.579  0.318E+11  0.823E-08
   14.90   239.364   764.341   262.488  0.318E+11  0.826E-08
   14.95   240.222   767.018   263.398  0.318E+11  0.829E-08
   15.00   241.081   769.696   264.308  0.318E+11  0.831E-08
